iter,GWP_IL_A,MSP_IL_A,GWP_IL_B,MSP_IL_B,GWP_FA_A,MSP_FA_A,GWP_FA_B,MSP_FA_B,GWP_BC_A,MSP_BC_A,GWP_BC_B,MSP_BC_B,GWP_LC3_A,MSP_LC3_A,GWP_LC3_B,MSP_LC3_B,in_cao_field,in_CE,in_ce0_field,in_util,in_ta_retained,in_grind_e,in_crush_alloc,in_dry_MJ_per_kg_water,in_labor_rate,in_labor_fte_bc_A,in_labor_fte_bc_B,in_price_il,in_price_fa,in_price_lc3_factor,in_price_elec,in_price_ta,in_price_co2,in_price_rcf,in_plant_common_A_cost,in_plant_common_B_cost
10,0.21187485747806614,5.045342342692159,0.21187485747806614,5.568066960371921,0.1547245880390515,4.442390551030067,0.1547245880390515,4.965115168709829,0.1671666514375124,7.423222012036909,0.14670607607905886,6.14677663024729,0.15126424113471656,4.962404562739116,0.15126424113471656,5.485129180418878,0.30768453499824067,0.831180100258141,0.126943803415858,0.9352265033155612,0.5260779201062667,0.04001227928318768,0.7306621343492894,4.331321639978858,25.266339675155507,3.297810133737576,0.9296394635137941,155.80366305388557,69.32948295763302,0.9772260502996891,0.09774673996922614,13.74439477446799,114.32883471614285,29.42730580007643,1372819.6580655328,2085747.6595122088
11,0.21015557154255962,5.4913474587724656,0.21015557154255962,6.0237204361539325,0.153005302103545,4.545782118491076,0.153005302103545,5.078330405548032,0.16743038622763176,8.15686855327896,0.14594086312293283,7.037743462956546,0.14954495519921004,5.323766817226908,0.14954495519921004,5.856170864389211,0.32896243738242587,0.76247628060514,0.16290345370517478,0.9829093973043022,0.8368645935680903,0.0358588987463948,0.5963166233727393,4.60487375408033,25.3725038559106,3.8631579488289725,1.4742533694738147,178.1724872228372,43.02187932432821,0.9597684935785074,0.06618020844284288,14.592939813535416,111.49602908432085,13.367517665058116,916654.5022395367,1878661.9469214452
12,0.21524680343824829,5.01765030005808,0.21524680343824829,5.793240997974018,0.15809653399923365,4.261244734027904,0.15809653399923365,5.036975671024812,0.16514192059785077,6.334479503684413,0.14850116405280472,5.647642632763204,0.1546361870948987,4.637651619008782,0.1546361870948987,5.413312769428237,0.3817641216885204,0.7651638529596319,0.10145665840634177,0.8656640874380135,0.6380178354619763,0.029980383210020414,0.5790479177160182,3.4432589616539047,28.100715551502788,1.3783239264439324,1.9439036484336563,156.7235056518585,48.52041716479065,0.8962875150411596,0.07079648414650515,4.496765813314272,42.105417985192275,12.028844604867349,964892.4650312657,2633380.590162388
13,0.21014688654661748,5.379691675468741,0.21014688654661748,5.765981988007959,0.15299661710760287,4.620710719117007,0.15299661710760287,5.007001031656225,0.16883944865007303,7.28368631579104,0.14753141310802256,6.033354599197517,0.14953627020326793,5.48684659288177,0.14953627020326793,5.873136905420987,0.2466377194752073,0.8374443296701635,0.15053601479294892,0.8461986900967259,0.6554396592395569,0.03934366233039881,0.30247738176661026,4.646894202966821,31.631978875326126,1.1143027182369494,1.1688490497275734,163.7224537689771,55.027893652199765,1.0280006089221112,0.09163698719490013,8.669264928179437,44.508134184468034,29.898172333179488,1979654.808013984,1926364.9932093895
14,0.2044529059249258,4.790149762702822,0.2044529059249258,5.195045517754685,0.14730263648591116,4.169437468358918,0.14730263648591116,4.574333223410782,0.15923029526555318,6.370013740520776,0.1447493077949601,5.201165835679621,0.14384228958157622,5.26384398929535,0.14384228958157622,5.6687292213907305,0.1879647670901979,0.8214368250523331,0.3255247404882636,0.9509960317866113,0.41771644892289966,0.03781978633667158,0.9750902281518212,3.3171448261154914,27.194035573777743,1.798869938373873,0.9534336082232475,145.12331567166345,56.08211913462726,1.1396416161351053,0.10459385815069389,7.798741164648108,77.29669022616955,25.306612263343897,1259525.209879653,1640901.6814014232
15,0.21047597530244427,4.9506089772727675,0.21047597530244427,5.6288895424721614,0.15332570586342964,4.270249210289161,0.15332570586342964,4.948529775488552,0.16509006872581067,6.94232537253954,0.14810313695962768,5.991647445866455,0.1498653589590947,5.307976431143743,0.1498653589590947,5.986256996343135,0.25532111577498734,0.7895500722926379,0.14091614891374668,0.8037343501975475,0.8263931154493482,0.03140406482532549,0.2232843595862117,3.7116913251867256,23.748897379104942,1.6841573993696328,1.0347519695486764,149.67747727389522,52.159084633163516,1.1021461866714097,0.09879771239248808,7.435203267633033,52.724603828532736,24.73441261070685,1720119.604363706,2766892.5922066374
16,0.20875741318045715,4.913529992947529,0.20875741318045715,5.539990702754889,0.15160714374144255,4.444675786063929,0.15160714374144255,5.071223422364211,0.16114760858427107,6.644512081460323,0.14622574876644087,5.687217993430176,0.1481467968371076,4.28721924092019,0.1481467968371076,4.913796069973904,0.2905860710585436,0.7059177550905135,0.1643983344474403,0.897869528302014,0.4547614867497912,0.03685476441769503,0.890883552840374,3.2766619480160672,29.399501095843554,3.104486665305115,1.8717592178320728,151.71887357112942,84.35653725106138,0.8234233202927033,0.10252146807803786,7.974090668956464,90.75949960123069,26.236491085479443,985921.1972530553,2164366.358752338
17,0.21408627253383175,5.147820201637714,0.21408627253383175,5.531369472788243,0.15693600309481714,4.675230917777537,0.15693600309481714,5.058780188928066,0.16525299026739299,6.39275836330971,0.1479776487002806,5.266467529056729,0.1534756561904822,4.433884600914566,0.1534756561904822,4.817433872065096,0.36044125786571574,0.7929497241153577,0.1415921616449842,0.8644585106476073,0.33773118386490447,0.03407492298193853,0.9655769582555163,3.6153408044190662,22.282356466905984,1.622758817069709,1.6884820581616709,156.65650473974506,88.91686539274247,0.8050271135132376,0.06897280307285072,4.144216466874439,115.21211204184159,16.573308840558518,1981113.3703452165,2008205.576122791
18,0.2082340053908699,5.065382941524382,0.2082340053908699,5.428740504900499,0.15108373595185526,4.315902886754866,0.15108373595185526,4.679260450130984,0.16061335746146382,7.2197715376439335,0.14531050849752333,5.941063946262709,0.14762338904752031,5.466342840261284,0.14762338904752031,5.829700403637402,0.27611079234326463,0.7538424008328583,0.17541007443100648,0.9625363472982711,0.621284248944737,0.028266708956791592,0.4922885060269234,3.355473324497947,31.171385312310125,2.4901031625855907,0.6164947015484027,154.21530915636976,46.89705533562123,1.1112338747403645,0.08735568858054155,14.181466622836542,54.168686319240734,2.1966357590912566,1459903.834981858,1584312.1746005812
19,0.20787913579002265,5.319235457672064,0.20787913579002265,6.000025242704665,0.15072886635100802,4.527101511583546,0.15072886635100802,5.207891296616149,0.1603447132901861,6.553477124025055,0.14654636860341316,5.6319095522336955,0.14726851944667307,5.681224981090682,0.14726851944667307,6.362014766123282,0.20031433837937046,0.8149059752233014,0.17109849525739076,0.8094542850380183,0.37422626381850016,0.030774153714294546,0.3154524876343529,3.0857880946690797,34.30839975986427,3.3924747347495683,0.5701763427101678,159.5438947291847,46.261531678963124,1.097068747710351,0.06362459066578319,6.65617713631738,103.59168317539334,1.15817095212302,2085294.3166383293,2876773.3629267085
20,0.2097340419034165,5.783348968341721,0.2097340419034165,6.146121298561109,0.15258377246440186,5.141401860449833,0.15258377246440186,5.504174190669223,0.1683434472694866,8.767219869418524,0.14668001552219778,7.3914954336084335,0.1491234255600669,6.067506997509649,0.1491234255600669,6.430279327729038,0.34460424530528144,0.8306086700625128,0.31697919067417846,0.9175258966779742,0.9869889550020201,0.031485944799043805,0.8600214526977508,4.701801266614772,31.23333439908975,3.124827047747216,0.9787499151540235,179.98708473880333,88.02934265221089,1.067543288934756,0.08225424213826601,14.640526568736632,95.1197513785576,8.926818198347027,2133843.706024875,1940267.2491691958
21,0.21335674767684265,5.45346643384277,0.21335674767684265,5.871732916709789,0.15620647823782802,4.616818599536998,0.15620647823782802,5.035218399922177,0.1637686832566871,7.078801679089939,0.1460559393523294,5.748084320411548,0.15274613133349307,4.942883114373799,0.15274613133349307,5.361244260387058,0.36142754829942103,0.8037496382281133,0.10156422818094386,0.9807715590168082,0.5894014502530223,0.03038340413646994,0.5506895902682696,3.664732792159678,22.423905274263596,3.0270628828982646,1.0865487929646944,175.8024531392864,55.99426745881202,0.8757704877617799,0.10298868767386932,6.69607643399521,56.39360918800409,25.547938887726698,1143890.397995667,1665634.8166236416
22,0.20317121175999117,4.998010716497702,0.20317121175999117,5.6276102249017566,0.14602094232097654,4.541615677408457,0.14602094232097654,5.171215185812511,0.16531774565427856,6.3817487352018505,0.14506383210685808,5.514599326300405,0.1425605954166416,4.4463911117410655,0.1425605954166416,5.075990620145119,0.21343866477370793,0.7097695626224234,0.38952214487446146,0.9101850989383855,0.7731654237053021,0.03761999354151999,0.5419696335379429,4.723023750145334,32.50103433174662,1.1139305516400064,1.7633521532157124,152.64886459176745,87.11344353386905,0.8453999146322418,0.09001329086265697,2.805784286494825,40.83513576915657,26.251139075015985,1224109.0079463657,2273408.694133365
23,0.20613911108895658,5.292525143083901,0.20613911108895658,6.112998190327042,0.14898884164994197,4.571407462058318,0.14898884164994197,5.392014205939084,0.16120143323882655,7.23794997104734,0.14590261315003655,6.578595365933793,0.14552849474560703,4.853326074498527,0.14552849474560703,5.673880550113573,0.1860549118808522,0.7464996035840432,0.12546186534797887,0.9013635653964231,0.7223341693373067,0.03960057350201413,0.8893682950163133,3.4529023269051526,25.487710778894993,1.086276924525063,1.644339679250714,169.8691658851447,66.57562463125004,0.8894064128958852,0.09516383494228342,11.008802102991186,79.13787228789748,13.702515109207015,884151.2786702343,2750504.970632013
24,0.20997467868605652,5.265784101685143,0.20997467868605652,6.016372737398103,0.15282440924704188,4.557354934470164,0.15282440924704188,5.308074914345302,0.16716867620030434,6.546591023790733,0.1468328427588611,5.6307248716580744,0.14936406234270694,5.151396589802257,0.14936406234270694,5.902006433185098,0.3384038418635169,0.7935666237278158,0.2863315953279696,0.8706344492498028,0.5031234118593693,0.0340231834026178,0.6291856625384036,4.428140310911765,24.899413112867123,2.7705114315720376,0.7390808949644563,167.40458616410473,66.02912735277359,0.9707723195620446,0.073375691761651,5.110383796456051,60.88262233252956,9.64780546816092,1090469.3904401313,2651243.237711036
25,0.20704751617289235,4.988145714194657,0.20704751617289235,5.627542745369116,0.14989724673387775,4.232325594490118,0.14989724673387775,4.871834700787722,0.16606991614093902,6.768023712019122,0.14599412804992346,5.786153486718866,0.1464368998295428,4.944849280768522,0.1464368998295428,5.5842543391869714,0.3134804169966511,0.8173900318309371,0.3856693554287465,0.9363349706675119,0.8186254098094121,0.04150955247239323,0.593187553554271,4.475200300798825,32.01496458582139,2.852680829257862,1.5067723244382853,153.53024385176417,45.35006152772446,0.9879373904296241,0.08210978036650682,5.966953718844913,74.42048991447349,11.960531535848345,1065485.3015062367,2225741.0302550225
26,0.20918598268353236,5.3174998434066785,0.20918598268353236,5.916575772796481,0.15203571324451773,4.791041947997146,0.15203571324451773,5.390117877386948,0.1639300638171717,7.180109234726076,0.14807999644746375,6.259753980416521,0.14857536634018279,5.4053838457771,0.14857536634018279,6.004459775166902,0.29323672855220545,0.7107351202639144,0.2115872547125692,0.8006822922724924,0.8583394489811114,0.042291291370291015,0.6387265112794158,3.5059040022126364,28.6972819856219,1.6592278281084216,0.8848720703633538,161.07117046810322,85.63726134750988,1.02334294396426,0.07141317551848506,7.68166532121044,59.04718133130302,23.72966732762735,2101398.871395124,2681954.143295555
27,0.2069730357018994,5.024107996954094,0.2069730357018994,5.816160647893673,0.14982276626288477,4.388629460445313,0.14982276626288477,5.180799930356535,0.1668624135935309,6.990628375440837,0.14587987176671574,6.13843871377646,0.14636241935854982,5.399381013001667,0.14636241935854982,6.191364087585324,0.2468184434647269,0.7184566576896507,0.20532346329350926,0.8847928104832014,0.4109378361111876,0.038767238663249534,0.8526954318725355,4.704541096836136,33.28984060580829,3.059715099365396,1.3143878831047162,155.91099503444815,64.9189921516371,1.1029564792657025,0.07696013119112267,15.486598141011651,53.933479651096405,12.886114516646732,895988.3370774226,2599414.3625586955
28,0.2109211758998064,5.3846306087354145,0.2109211758998064,6.011189606142859,0.15377090646079178,4.817385101454838,0.15377090646079178,5.443944098862282,0.16922833032635168,7.473005527524242,0.14645830855207045,6.262896254437342,0.15031055955645684,5.212524911792899,0.15031055955645684,5.839083909200344,0.3080861421620004,0.8261051011246628,0.17045756416424712,0.9420209403771508,0.9404403296928725,0.028109422770586638,0.2310941054562089,4.865325270012004,29.35957759755511,3.548445910044449,0.5825917919473484,163.74628643135878,82.42968895421893,0.9550336743024832,0.08462699153004274,7.092905946346296,69.90168478634936,15.253269247111508,2100572.96970882,2758702.695589246
29,0.20610095729764144,5.026456966372754,0.20610095729764144,5.622301759473728,0.1489506878586268,4.517305384384712,0.1489506878586268,5.113150177485687,0.1587572381438382,6.39194514627057,0.14494893875656062,5.373067887250479,0.14549034095429186,4.863343525744617,0.14549034095429186,5.45918831884559,0.2406551822122578,0.724399983518465,0.2088584833542937,0.9725442580260002,0.35201343665720525,0.04150156529573689,0.28421575806782795,3.098009706314532,23.90333642577478,3.066202120231598,0.9071081816073272,153.08316794330796,79.98125934809775,0.95441458398727,0.098615081614563,8.781788882742559,61.14724765736506,3.0992109224021025,1691650.7546544005,2494383.6334862444
30,0.207133672720205,4.877650435715091,0.207133672720205,5.280143592377865,0.14998340328119036,4.468972964748338,0.14998340328119036,4.871466121411113,0.16639847734103855,7.526846461178309,0.1459690731310621,6.3376451218465135,0.14652305637685542,4.242829459846557,0.14652305637685542,4.645322616509331,0.2996844521982387,0.7468252737223762,0.28805487274075225,0.9410922673787032,0.9245681257226877,0.037885255454814956,0.5917759113920118,4.547786838373249,23.847068720310535,2.5560289324799896,1.1801942938404109,143.86191527980583,85.23083620272857,0.8112143213680788,0.07012149438747395,12.003485684190006,94.41688642302253,15.18148574662964,2084650.7904795837,2107390.0144758215
31,0.20742793780014318,5.753568546820724,0.20742793780014318,6.365058153649532,0.15027766836112855,4.819779440694032,0.15027766836112855,5.4312690475228385,0.16479897482806347,7.047088672251488,0.14660619700726715,5.901245934511371,0.1468173214567936,5.484497023337745,0.1468173214567936,6.095986630166553,0.23047178062447826,0.800544031230532,0.24510853195772325,0.8462719298517078,0.7590828536078595,0.03431539135712516,0.4787767318702774,4.074117357651721,28.92624227656934,3.9722038138518148,0.7327980884474767,179.9505271995898,46.324085115700356,0.9360297232823035,0.09222280830785892,3.1238691007555572,86.6929736091941,11.102460929443549,2061238.5024838864,2693831.79754919
32,0.2116617473352962,5.24836826525042,0.2116617473352962,5.963571589310709,0.15451147789628156,4.724482968297802,0.15451147789628156,5.439686292358091,0.16455834927890928,6.603014088567018,0.14592431862101551,5.6855104046918195,0.1510511309919466,4.8190334807207496,0.1510511309919466,5.534236804781038,0.35605963805033647,0.8012987107646843,0.1770777612161058,0.9750844746936282,0.5356945411326349,0.03437437045643445,0.9112003894577747,3.9303446955375594,29.429781937272644,1.9628112096882173,1.8102018987477213,163.14567324726696,87.9287761720733,0.8874140670944615,0.10138513227523155,2.7388951654896143,82.95696732095043,20.645549831866646,1382155.481024622,2649585.048597149
33,0.20824175821554397,5.158130105289092,0.20824175821554397,5.6722819648502565,0.15109148877652934,4.319552876298395,0.15109148877652934,4.833708249589371,0.16319558422078384,6.336989915895116,0.14581854407017023,5.2188760677227215,0.1476311418721944,5.403532298243683,0.1476311418721944,5.9176386597552,0.33012146494855465,0.8456103088863574,0.38402269644859977,0.9179495917965412,0.385024879528454,0.037760811727877534,0.43641449050548353,3.8296106161765895,29.263877000579523,3.084049872225466,0.5145749107537763,160.34206552605747,40.43130187222333,1.0654657358668225,0.06477285393259472,4.86304011799945,64.88995737307823,8.923576947334277,1244465.0618614045,1959425.536296937
34,0.20788497704481265,4.891893408500964,0.20788497704481265,5.239683165967789,0.15073470760579802,4.192846647121615,0.15073470760579802,4.54063640458844,0.1597922964619778,6.5442837542340895,0.14568349338239703,5.464030405892399,0.14727436070146308,4.4231599396299615,0.14727436070146308,4.770949697096786,0.2519604609542391,0.8175691014667411,0.2531477251848478,0.8913839471142132,0.40535570063637544,0.028081760528150534,0.2886253905997408,3.1281679103048887,26.50483729935232,1.0529880611181106,1.0233852463873148,143.07424308467841,43.0677900027619,0.859838698226292,0.06342869761432436,13.816994922881623,114.6099156928124,2.759916953308459,2164378.8056494407,1956395.0647857622
35,0.21565750535431347,4.925801736897493,0.21565750535431347,5.606451532963397,0.15850723591529883,4.459838168483012,0.15850723591529883,5.1404879645489165,0.16765144296873283,6.290426003071797,0.14911495393323657,5.339201649598455,0.1550468890109639,4.290557797380768,0.1550468890109639,4.971207593446672,0.36310470944205125,0.800567591558095,0.11907462962605175,0.824901555087061,0.42913946784179063,0.028957005006434472,0.9360512406729824,3.850224889063416,22.080657954655415,1.755315513631599,0.716111645346712,151.39194009656532,84.57042799897889,0.8204847323818589,0.0743226935641413,2.0328118082495643,117.71570159359746,29.226775584257823,1410254.42211485,2629044.460862644
36,0.2061170663409869,5.777118729245078,0.2061170663409869,6.387108622174574,0.1489667969019723,5.0033443733053025,0.1489667969019723,5.613334266234799,0.1607467887088433,7.923229029377393,0.14628555374337848,6.960677814739012,0.14550644999763734,5.103746071411757,0.14550644999763734,5.713735964341253,0.2596535884655985,0.7485602017425549,0.3411384266874953,0.8282136023849657,0.6778825428058951,0.03600900233151149,0.3457784058968885,3.2846689732717476,34.89031936704874,3.254712884971239,1.1593175055198557,176.00137168409924,65.25636257544585,0.8363172019523797,0.07979684527028424,13.548059979209253,109.59360757039833,9.38356786215357,2489416.60899443,2863405.3591265613
37,0.20985270597663633,4.907958118044928,0.20985270597663633,5.566826482700434,0.1527024365376217,4.356132288596746,0.1527024365376217,5.015000653252252,0.16883569351179306,6.752947016715709,0.14743521576345153,5.794811725143048,0.14924208963328675,5.0887657402852335,0.14924208963328675,5.747634104940739,0.3354298462983282,0.7851849751539673,0.2963518164469018,0.8413259936975076,0.7168240306049096,0.03518773686222804,0.639992228330891,4.683392521149196,25.05257347848674,1.5740916710260942,1.8055195775736563,149.50097380076804,70.34657544906126,1.0517411799335337,0.09197950143337653,6.525531669393082,95.24139667849235,18.09182397065639,1439944.895296877,2547039.109728688
38,0.20955407529018982,4.73503274215105,0.20955407529018982,5.308345150736993,0.1524038058511752,4.050378938462463,0.1524038058511752,4.623818283211386,0.16120194059068263,6.723535546079922,0.14605276747740736,5.860040158268329,0.14894345894684025,4.11124918284131,0.14894345894684025,4.684677242163198,0.3118227199809781,0.7663878593901822,0.19117720427550494,0.9454396724964644,0.4616882226820574,0.04189037135003022,0.6816537729516752,3.2802657781344693,22.574369219022753,1.5965719649148475,1.608418900655734,146.34079996493986,48.41321718421004,0.8176727474132256,0.06178378398786654,15.080228872760113,65.65812462051134,26.234485921750615,963145.5118893691,2056352.2198704425
39,0.205626987201835,4.9326325465489855,0.205626987201835,5.471181447895498,0.14847671776282037,4.228242227238486,0.14847671776282037,4.766921723936831,0.1594244174631051,7.441096595035888,0.14602920265681016,6.6163029369125645,0.14501637085848543,4.385601255884112,0.14501637085848543,4.924251577908777,0.292381877137742,0.7369853309905658,0.3804231156019682,0.8761411160830413,0.9764456320030843,0.03367770110382841,0.35935711927012726,3.044959800388092,30.56633373995915,2.008758366709199,1.9995363966626027,152.69381063862465,51.9128570456852,0.8467594069672347,0.06964728974501866,11.749616913509746,48.799838343754665,18.811975364435163,915081.7392387867,1848364.1226333186
40,0.20893679490140465,5.50955654228311,0.20893679490140465,5.9008210469245865,0.15178652546239002,4.78063906572635,0.15178652546239002,5.171903570367828,0.16714926028619956,7.178284913101134,0.1467168428004857,6.023774984421768,0.14832617855805508,4.865574735205929,0.14832617855805508,5.256839239847405,0.33440629883637707,0.7077941650443436,0.23064686419318764,0.8939849181908586,0.6549361926134187,0.04206511688742129,0.6815543609661404,4.48379298352567,35.655798576955036,1.6014226067611097,1.8770917206895525,165.85048149566052,61.4528144091682,0.8338805530000043,0.08971390781418065,6.091653598061233,67.78439467432136,27.48696873110044,2279992.485981498,2064427.67356425
41,0.21129047154704234,5.531376123769578,0.21129047154704234,6.3604536233173175,0.15414020210802773,4.888596424852578,0.15414020210802773,5.717723620363618,0.16239559677458945,7.228496269838676,0.1476055268302582,6.489380173353461,0.1506798552036928,5.144712297756839,0.1506798552036928,5.973839493267881,0.3676545109989094,0.7910084360728384,0.2919068424807193,0.8309758488615246,0.4725250803519603,0.0304414485104218,0.5865927233974748,3.193926296365995,34.94893838057688,1.2418855876050472,0.6855077243500587,174.32629024690593,82.22807944826955,0.9051191756292671,0.088018643361768,12.24995703836759,73.55899373344589,20.58230989122668,1277333.8500873933,2899089.517109392
42,0.2091009764556009,4.785796338972851,0.2091009764556009,5.2940933374643055,0.15195070701658628,4.313637769110911,0.15195070701658628,4.82202230673069,0.1677278526641308,7.789499503490433,0.14661354124660925,6.490111387349702,0.14849036011225134,5.027614584964912,0.14849036011225134,5.535866749877528,0.3395841294371392,0.8447945441331022,0.3652734246850651,0.8974324750305085,0.9301711936389636,0.0298851450242429,0.29996211392509786,4.623996974352883,28.936430709444927,3.0786546158459456,0.8418233175638365,147.6314013873324,79.8072476081474,1.070063755594574,0.10065704584661608,13.449080338091955,75.77773182290103,13.097924597428158,816255.8601301932,1712272.0284835135
