parameter,value,scenario,GWP,MSP,E_kWh,GWP_credited
repl,0.30000000000000004,BC_A,0.16498946238170983,6.337624861448024,0.011296137050506673,0.15434505563074416
repl,0.30000000000000004,BC_B,0.14500432287050513,5.168770983408761,0.011296137050506673,0.13435991611953946
repl,0.30000000000000004,LC3_A,0.14898096773129754,4.436758417397297,0.011296137050506673,0.13833656098033187
repl,0.30000000000000004,LC3_B,0.14898096773129754,4.917450857251416,0.011296137050506673,0.13833656098033187
repl,0.35,IL_A,0.21134441233517126,5.184732178919544,0.013156286584447176,0.19894717732368145
repl,0.35,IL_B,0.21134441233517126,5.665424618773663,0.013156286584447176,0.19894717732368145
repl,0.35,FA_A,0.15419414289615663,4.486381801638287,0.013156286584447176,0.1417969078846668
repl,0.35,FA_B,0.15419414289615663,4.967074241492407,0.013156286584447176,0.1417969078846668
repl,0.35,BC_A,0.15939760143485993,6.378367396808087,0.013156286584447176,0.1470003664233701
repl,0.35,BC_B,0.13612148308891842,5.04109711590508,0.013156286584447176,0.1237242480774286
repl,0.35,LC3_A,0.15073379599182168,4.436758417397297,0.013156286584447176,0.13833656098033187
repl,0.35,LC3_B,0.15073379599182168,4.917450857251416,0.013156286584447176,0.13833656098033187
repl,0.4,IL_A,0.21309125504803936,5.184732178919544,0.015010084090677094,0.19894717732368145
repl,0.4,IL_B,0.21309125504803936,5.665424618773663,0.015010084090677094,0.19894717732368145
repl,0.4,FA_A,0.15594098560902475,4.486381801638287,0.015010084090677094,0.14179690788466684
repl,0.4,FA_B,0.15594098560902475,4.967074241492407,0.015010084090677094,0.14179690788466684
repl,0.4,BC_A,0.1538248355419506,6.411768734315601,0.015010084090677094,0.13968075781759268
repl,0.4,BC_B,0.12726897637648116,4.913292954687874,0.015010084090677094,0.11312489865212323
repl,0.4,LC3_A,0.1524806387046898,4.436758417397297,0.015010084090677094,0.1383365609803319
repl,0.4,LC3_B,0.1524806387046898,4.917450857251416,0.015010084090677094,0.1383365609803319
repl,0.45000000000000007,IL_A,0.21483214282011287,5.184732178919544,0.016857562050039136,0.19894717732368145
repl,0.45000000000000007,IL_B,0.21483214282011287,5.665424618773663,0.016857562050039136,0.19894717732368145
repl,0.45000000000000007,FA_A,0.15768187338109824,4.486381801638287,0.016857562050039136,0.1417969078846668
repl,0.45000000000000007,FA_B,0.15768187338109824,4.967074241492407,0.016857562050039136,0.1417969078846668
repl,0.45000000000000007,BC_A,0.14827106706117793,6.439152208144408,0.016857562050039136,0.1323861015647465
repl,0.45000000000000007,BC_B,0.11844664762624275,4.785458210153317,0.016857562050039136,0.10256168212981132
repl,0.45000000000000007,LC3_A,0.1542215264767633,4.436758417397297,0.016857562050039136,0.13833656098033187
repl,0.45000000000000007,LC3_B,0.1542215264767633,4.917450857251416,0.016857562050039136,0.13833656098033187
repl,0.5,IL_A,0.21656710604993235,5.184732178919544,0.01869875272230017,0.19894717732368145
repl,0.5,IL_B,0.21656710604993235,5.665424618773663,0.01869875272230017,0.19894717732368145
repl,0.5,FA_A,0.1594168366109177,4.486381801638287,0.01869875272230017,0.1417969078846668
repl,0.5,FA_B,0.1594168366109177,4.967074241492407,0.01869875272230017,0.1417969078846668
repl,0.5,BC_A,0.1427361990153221,6.461412744365877,0.01869875272230017,0.1251162702890712
